Region;City_size;Gender;Age;School;Marital_status;Employ;Owner;Pensioner;Student;Education;Lang_English;Lang_Others;Driver;Field_of_activity;Position;Work_Days;Work_Hour;Social_position;Satisf_degree;Health;Help_overcome;Level_material_security;Level_prof;Level_adapt;Level_depend;Social_status;Social_stratum;Number_ living_with;Money_need;Monetary_receipts;Housing;Life_change
Коми;Районный центр;Мужской;41;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Да;Топливно-энергетич.;Рабочий;7.0;12.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;4.0;5.0;3.0;5.0;4.0;Средний слой;4.0;40000.0;11500.0;Отдельная кварт.;Скорее, улучшится
Коми;Районный центр;Женский;48;Село;Женат, замужем;Нет;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;;Да;;;;;Низкое;Не удовлетворены;Удовлетв.;Образование. профессия;4.0;6.0;6.0;2.0;2.0;Средний слой;2.0;15000.0;8700.0;Отдельная кварт.;Скорее, улучшится
Коми;Районный центр;Мужской;66;Село;Женат, замужем;Нет;Нет;Да;Нет;Начальное;Не владею;;Нет;;;;;Низкое;Не удовлетворены;Плохое;Поддержка семьи;1.0;8.0;5.0;3.0;3.0;Средний слой;2.0;6000.0;1671.0;Отдельная кварт.;Скорее, улучшится
Коми;Районный центр;Женский;49;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Неполное среднее;Не владею;;Нет;;;;;Среднее;Скорее, не удовлетв.;Плохое;Поддержка семьи;4.0;4.0;5.0;3.0;5.0;Средний слой;3.0;7000.0;2400.0;Отдельная кварт.;Не изменится
Коми;Районный центр;Женский;27;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;Здравоохранение;Служащий, ИТР;5.0;7.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;5.0;5.0;3.0;4.0;3.0;Ниже среднего;3.0;15000.0;7500.0;Отдельная кварт.;Скорее, ухудшится
Коми;Районный центр;Женский;69;Город респ., краев.,обл. подчин.;Вдова (вдовец);Нет;Нет;Да;Нет;Неполное среднее;Не владею;украинский;Нет;;;;;Низкое;Не удовлетворены;Плохое;Поддержка семьи;3.0;4.0;3.0;3.0;3.0;Ниже среднего;1.0;4000.0;900.0;Отдельная кварт.;Скорее, улучшится
Коми;Районный центр;Мужской;33;Город респ., краев.,обл. подчин.;Не состоял в браке;Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;ЖКХ;Рабочий;3.0;12.0;Низкое;Не удовлетворены;Хорошее;Связи, знакомства;4.0;5.0;2.0;4.0;4.0;Средний слой;3.0;9000.0;4300.0;Отдельная кварт.;Скорее, ухудшится
Коми;Районный центр;Женский;63;Село;Разведен(а);Нет;Нет;Да;Нет;Неполное среднее;Не владею;;Нет;;;;;Низкое;Не удовлетворены;Плохое;Поддержка семьи;3.0;2.0;2.0;2.0;2.0;Низший  слой;2.0;10000.0;2800.0;Отдельная кварт.;Не изменится
Коми;Районный центр;Мужской;39;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Топливно-энергетич.;Служащий, ИТР;6.0;12.0;Высокое;Удовлетворены;Удовлетв.;Образование. профессия;8.0;9.0;9.0;9.0;7.0;Выше среднего;4.0;20000.0;15000.0;Отдельная кварт.;Не изменится
Коми;Районный центр;Мужской;64;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Да;Нет;Среднее спец.;Не владею;украинский, белорусский;Нет;Строит.,транспорт;Рабочий;5.0;4.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;3.0;4.0;4.0;3.0;3.0;Средний слой;2.0;5000.0;2400.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;50;Село;Женат, замужем;Да;Нет;Да;Нет;Неполное среднее;Не владею;коми;Нет;Строит.,транспорт;Рабочий;5.0;9.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;5.0;9.0;5.0;6.0;5.0;Средний слой;4.0;15000.0;3900.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;36;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;немецкий;Нет;Сельское, лесное хоз-во;Рабочий;6.0;6.0;Среднее;Скорее, удовлетв.;Удовлетв.;Связи, знакомства;5.0;5.0;6.0;6.0;5.0;Средний слой;4.0;5000.0;6000.0;Отдельная кварт.;Скорее, улучшится
Коми;Село;Женский;72;Село;Вдова (вдовец);Нет;Нет;Да;Нет;Нет начального;Не владею;;Нет;;;;;Среднее;Удовлетворены;Удовлетв.;Связи, знакомства;3.0;8.0;7.0;1.0;5.0;Средний слой;2.0;2000.0;1600.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;65;Село;Вдова (вдовец);Нет;Нет;Да;Нет;Неполное среднее;Не владею;;Нет;;;;;Низкое;Скорее, не удовлетв.;Плохое;Поддержка семьи;1.0;9.0;6.0;1.0;5.0;Средний слой;4.0;25000.0;981.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;56;Поселок городск. типа;Женат, замужем;Нет;Нет;Да;Нет;Общее среднее;Не владею;коми;Нет;;;;;Среднее;Не удовлетворены;Удовлетв.;Образование. профессия;3.0;5.0;4.0;3.0;4.0;Средний слой;2.0;3000.0;1700.0;Отдельная кварт.;Скорее, улучшится
Коми;Село;Мужской;49;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Да;Сельское, лесное хоз-во;Рабочий;2.0;24.0;Среднее;Удовлетворены;Удовлетв.;Поддержка семьи;4.0;9.0;5.0;5.0;5.0;Средний слой;5.0;16000.0;3200.0;Отдельная кварт.;Не изменится
Коми;Село;Мужской;50;Не окончил школу;Женат, замужем;Да;Нет;Нет;Нет;Начальное;Не владею;;Нет;ЖКХ;Рабочий;5.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Образование. профессия;1.0;4.0;5.0;7.0;2.0;Средний слой;4.0;7000.0;1900.0;Отдельная кварт.;Не изменится
Коми;Село;Мужской;22;Село;Не состоял в браке;Нет;Нет;Нет;Нет;Общее среднее;Не владею;;Нет;;;;;Среднее;Не удовлетворены;Отличное;Образование. профессия;1.0;5.0;3.0;5.0;4.0;Средний слой;6.0;20000.0;9350.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;59;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Среднее спец.;Не владею;украинский;Нет;;;;;Среднее;Затр. отв;Плохое;Образование. профессия;5.0;8.0;5.0;5.0;5.0;Средний слой;2.0;3000.0;2300.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;55;Поселок городск. типа;Женат, замужем;Нет;Нет;Да;Нет;Общее среднее;Не владею;коми;Нет;;;;;Среднее;Удовлетворены;Удовлетв.;Поддержка семьи;5.0;6.0;5.0;8.0;5.0;Средний слой;2.0;4000.0;3100.0;Отдельная кварт.;Скорее, улучшится
Коми;Село;Женский;26;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;;;;;Среднее;Скорее, не удовлетв.;Хорошее;Образование. профессия;4.0;4.0;5.0;5.0;4.0;Средний слой;3.0;8000.0;3000.0;Отдельная кварт.;Не изменится
Коми;Село;Мужской;45;Село;Женат, замужем;Нет;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Да;;;;;Низкое;Не удовлетворены;Удовлетв.;Образование. профессия;3.0;5.0;3.0;4.0;3.0;Ниже среднего;3.0;5000.0;1600.0;Отдельная кварт.;Скорее, ухудшится
Коми;Село;Женский;52;Село;Женат, замужем;Да;Нет;Да;Нет;Общее среднее;Не владею;коми;Нет;Образование;Рабочий;4.0;12.0;Низкое;Не удовлетворены;Удовлетв.;Связи, знакомства;3.0;3.0;1.0;5.0;4.0;Средний слой;3.0;5000.0;2600.0;Отдельная кварт.;Скорее, ухудшится
Коми;Село;Мужской;44;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Образование;Служащий, ИТР;6.0;7.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;4.0;5.0;4.0;5.0;5.0;Средний слой;3.0;6000.0;2400.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;20;Город респ., краев.,обл. подчин.;Не состоял в браке;Нет;Нет;Нет;Да;Среднее спец.;Не владею;немецкий;Нет;;;;;Среднее;Скорее, удовлетв.;Удовлетв.;Связи, знакомства;4.0;2.0;5.0;4.0;3.0;Средний слой;3.0;3000.0;2200.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;37;Поселок городск. типа;Не состоял в браке;Нет;Нет;Да;Нет;Общее среднее;Не владею;;Нет;;;;;Низкое;Затр. отв;Очень плохо;Образование. профессия;4.0;6.0;4.0;4.0;3.0;Средний слой;2.0;5000.0;2430.0;Отдельная кварт.;Скорее, ухудшится
Коми;Село;Мужской;28;Город респ., краев.,обл. подчин.;Не состоял в браке;Нет;Нет;Нет;Нет;Неполное среднее;Не владею;коми;Нет;;;7.0;16.0;Среднее;Не удовлетворены;Отличное;Образование. профессия;1.0;5.0;5.0;1.0;4.0;Средний слой;2.0;10000.0;781.0;Отдельная кварт.;Не изменится
Коми;Село;Мужской;63;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Да;Нет;Неполное среднее;Не владею;таджикский;Да;Сельское, лесное хоз-во;Рабочий;6.0;7.0;Низкое;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;2.0;9.0;1.0;1.0;3.0;Ниже среднего;2.0;3000.0;1710.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;69;Село;Разведен(а);Нет;Нет;Да;Нет;Неполное среднее;Не владею;коми;Нет;;;;;Низкое;Не удовлетворены;Плохое;Связи, знакомства;2.0;4.0;3.0;2.0;3.0;Ниже среднего;2.0;2500.0;850.0;Отдельная кварт.;Не изменится
Коми;Село;Женский;72;Село;Вдова (вдовец);Нет;Нет;Да;Нет;Неполное среднее;Не владею;коми;Нет;;;;;Среднее;Не удовлетворены;Плохое;Другое;3.0;4.0;5.0;4.0;4.0;Средний слой;2.0;3000.0;1000.0;Отдельная кварт.;Скорее, улучшится
Коми;Село;Женский;24;Село;Женат, замужем;Нет;Нет;Нет;Нет;Общее среднее;Не владею;коми;Нет;;;6.0;7.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;5.0;4.0;6.0;1.0;5.0;Средний слой;5.0;5000.0;3000.0;Отдельный дом (часть);Скорее, улучшится
Коми;Село;Мужской;18;Село;Не состоял в браке;Нет;Нет;Нет;Да;Неполное среднее;Не владею;коми;Нет;;;6.0;6.0;Среднее;Удовлетворены;Удовлетв.;Поддержка семьи;5.0;3.0;4.0;2.0;3.0;Ниже среднего;5.0;10000.0;4000.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;39;Село;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;коми;Нет;Образование;Служащий, ИТР;5.0;8.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;3.0;7.0;7.0;3.0;4.0;Средний слой;4.0;6000.0;2000.0;Отдельный дом (часть);Скорее, улучшится
Коми;Село;Женский;38;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Нет;Образование;Служащий, ИТР;7.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;4.0;6.0;5.0;5.0;5.0;Средний слой;5.0;6000.0;3000.0;Отдельный дом (часть);Не изменится
Коми;Село;Мужской;31;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Да;Образование;Служащий, ИТР;6.0;8.0;Среднее;Не удовлетворены;Удовлетв.;Образование. профессия;1.0;6.0;6.0;9.0;6.0;Средний слой;4.0;10000.0;3500.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;31;Село;Не состоял в браке;Да;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Нет;Образование;Служащий, ИТР;7.0;7.0;Низкое;Скорее, удовлетв.;Удовлетв.;Связи, знакомства;2.0;5.0;8.0;8.0;5.0;Средний слой;4.0;10000.0;2000.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;32;Республ., краевой, обл. центр;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;Нет;Образование;Служащий, ИТР;7.0;4.0;Среднее;Скорее, удовлетв.;Удовлетв.;Образование. профессия;4.0;4.0;5.0;4.0;4.0;Средний слой;4.0;10000.0;4000.0;Отдельный дом (часть);Скорее, ухудшится
Коми;Село;Мужской;38;Село;Женат, замужем;Да;Нет;Нет;Нет;Незак. высшее;Не владею;;Да;ЖКХ;Рабочий;2.0;8.0;Низкое;Затр. отв;Хорошее;Связи, знакомства;4.0;5.0;6.0;7.0;4.0;Ниже среднего;3.0;5000.0;2000.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;43;Поселок городск. типа;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Нет;Сельское, лесное хоз-во;Служащий, ИТР;5.0;6.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;5.0;5.0;9.0;5.0;4.0;Средний слой;4.0;10000.0;4000.0;Отдельный дом (часть);Не изменится
Коми;Село;Мужской;31;Село;Женат, замужем;Да;Нет;Нет;Нет;Общее среднее;Не владею;;Да;Здравоохранение;Рабочий;6.0;8.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;3.0;4.0;7.0;3.0;3.0;Средний слой;4.0;10000.0;1000.0;Отдельный дом (часть);Не изменится
Коми;Село;Мужской;38;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Да;Сельское, лесное хоз-во;Рабочий;5.0;8.0;Среднее;Не удовлетворены;Плохое;Поддержка семьи;5.0;8.0;9.0;4.0;5.0;Средний слой;4.0;15000.0;1500.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;21;Село;Не состоял в браке;Да;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Нет;Сельское, лесное хоз-во;Служащий, ИТР;6.0;6.0;Среднее;Затр. отв;Удовлетв.;Другое;5.0;4.0;6.0;2.0;4.0;Средний слой;3.0;5000.0;3500.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;48;Село;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;коми;Нет;Образование;Служащий, ИТР;5.0;5.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;3.0;9.0;6.0;5.0;5.0;Средний слой;3.0;12000.0;5000.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;30;Село;Женат, замужем;Нет;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Нет;;;;;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;4.0;4.0;3.0;5.0;7.0;Средний слой;4.0;12000.0;500.0;Отдельный дом (часть);Не изменится
Коми;Село;Мужской;35;Село;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;коми;Да;Сельское, лесное хоз-во;Руководитель отдела;6.0;10.0;Среднее;Удовлетворены;Удовлетв.;Образование. профессия;3.0;8.0;5.0;5.0;5.0;Выше среднего;3.0;15000.0;1800.0;Отдельный дом (часть);Скорее, ухудшится
Коми;Село;Мужской;21;Село;Не состоял в браке;Нет;Нет;Нет;Да;Незак. высшее;Читаю, перевожу со словарем;;Да;;;2.0;4.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;2.0;4.0;3.0;8.0;5.0;Средний слой;4.0;15000.0;3800.0;Отдельный дом (часть);Не изменится
Коми;Село;Мужской;32;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Читаю, перевожу со словарем;;Да;ЖКХ;Рабочий;7.0;12.0;Среднее;Затр. отв;Хорошее;Поддержка семьи;4.0;8.0;5.0;8.0;4.0;Средний слой;5.0;25000.0;6000.0;Отдельная кварт.;Скорее, улучшится
Коми;Село;Женский;23;Село;Не состоял в браке;Да;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Да;ЖКХ;Рабочий;7.0;7.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;2.0;2.0;3.0;1.0;3.0;Ниже среднего;3.0;15000.0;2700.0;Отдельный дом (часть);Не изменится
Коми;Село;Женский;24;Село;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;коми;Нет;Образование;Служащий, ИТР;6.0;9.0;Среднее;Удовлетворены;Удовлетв.;Поддержка семьи;2.0;6.0;5.0;5.0;5.0;Средний слой;3.0;10000.0;2000.0;Отдельная кварт.;Скорее, улучшится
Коми;Село;Женский;24;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;коми;Нет;Здравоохранение;Рабочий;6.0;7.0;Среднее;Не удовлетворены;Удовлетв.;Поддержка семьи;5.0;1.0;1.0;1.0;5.0;Средний слой;4.0;15000.0;450.0;Отдельный дом (часть);Не изменится
Петербург;Областной центр;Женский;58;Москва, С.-Петербург;Женат, замужем;Да;Нет;Да;Нет;Среднее спец.;Не владею;;Нет;Здравоохранение;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;5.0;8.0;5.0;3.0;5.0;Средний слой;2.0;19000.0;14000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;22;Москва, С.-Петербург;Не состоял в браке;Нет;Нет;Нет;Да;Незак. высшее;Читаю, могу объясняться;английский;Нет;;;;;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;4.0;5.0;5.0;4.0;5.0;Средний слой;4.0;15000.0;12000.0;Отдельная кварт.;Скорее, улучшится
Петербург;Областной центр;Женский;49;Москва, С.-Петербург;Разведен(а);Да;Нет;Нет;Нет;Среднее спец.;Читаю, перевожу со словарем;;Нет;Др. отрасли промышл.;Служащий, ИТР;6.0;7.0;Низкое;Не удовлетворены;Удовлетв.;Поддержка семьи;3.0;5.0;3.0;4.0;3.0;Ниже среднего;3.0;9000.0;5000.0;Отдельная кварт.;Скорее, ухудшится
Петербург;Областной центр;Мужской;19;Москва, С.-Петербург;Не состоял в браке;Да;Нет;Нет;Нет;Среднее спец.;Не владею;;;Др. отрасли промышл.;Рабочий;6.0;7.0;Среднее;Затр. отв;Хорошее;Поддержка семьи;4.0;5.0;4.0;5.0;4.0;Средний слой;4.0;15000.0;12000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;30;Москва, С.-Петербург;Не состоял в браке;Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;Финансы, кредит.,страхов.;Руководитель отдела;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Образование. профессия;5.0;9.0;6.0;6.0;5.0;Средний слой;1.0;22000.0;16000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Мужской;67;Поселок городск. типа;Женат, замужем;Да;Нет;Да;Нет;Высшее, без уч. степени;Не владею;немецкимя со словарем;Да;Армия, милиция, охрана;Рабочий;4.0;11.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;5.0;9.0;4.0;5.0;5.0;Средний слой;2.0;7000.0;5000.0;Отдельная кварт.;Скорее, ухудшится
Петербург;Областной центр;Женский;18;Москва, С.-Петербург;Не состоял в браке;Нет;Нет;Нет;Да;Незак. высшее;Читаю, перевожу со словарем;;Нет;;;;;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;5.0;3.0;5.0;3.0;5.0;Средний слой;4.0;22000.0;13000.0;Отдельная кварт.;Скорее, улучшится
Петербург;Областной центр;Мужской;33;Москва, С.-Петербург;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, могу объясняться;;Да;Топливно-энергетич.;Руководитель отдела;5.0;9.0;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;5.0;8.0;5.0;5.0;5.0;Средний слой;3.0;18000.0;10000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;59;Москва, С.-Петербург;Не состоял в браке;Да;Нет;Да;Нет;Высшее, без уч. степени;Не владею;немецким;Нет;Образование;Служащий, ИТР;5.0;6.0;Низкое;Не удовлетворены;Плохое;Связи, знакомства;2.0;9.0;1.0;1.0;3.0;Ниже среднего;1.0;6000.0;1600.0;Отдельная кварт.;Скорее, ухудшится
Петербург;Областной центр;Мужской;74;Республ., краевой, обл. центр;Вдова (вдовец);Нет;Нет;Да;Нет;Высшее, без уч. степени;Не владею;;Нет;;;;;Низкое;Не удовлетворены;Плохое;Поддержка семьи;3.0;6.0;3.0;4.0;3.0;Низший  слой;1.0;5000.0;1400.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;37;Москва, С.-Петербург;Женат, замужем;Нет;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;французским со словарем;Нет;;;2.0;6.0;Низкое;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;4.0;7.0;4.0;5.0;4.0;Ниже среднего;3.0;12000.0;7500.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Мужской;54;Москва, С.-Петербург;Женат, замужем;Нет;Да;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Да;Финансы, кредит.,страхов.;Руководитель предпр.;5.0;8.0;Высокое;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;8.0;9.0;7.0;7.0;8.0;Выше среднего;2.0;30000.0;28000.0;Отдельная кварт.;Скорее, улучшится
Петербург;Областной центр;Мужской;30;Москва, С.-Петербург;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;немецким;Да;Прочие услуги;Служащий, ИТР;5.0;9.0;Среднее;Скорее, не удовлетв.;Хорошее;Поддержка семьи;5.0;9.0;5.0;6.0;5.0;Средний слой;3.0;20000.0;14000.0;Отдельная кварт.;Скорее, улучшится
Петербург;Областной центр;Женский;67;Республ., краевой, обл. центр;Женат, замужем;Нет;Нет;Да;Нет;Высшее, без уч. степени;Не владею;;Нет;;;;;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;5.0;9.0;8.0;9.0;6.0;Средний слой;2.0;5000.0;2400.0;Отдельная кварт.;Скорее, улучшится
Петербург;Областной центр;Мужской;25;Москва, С.-Петербург;Не состоял в браке;Нет;Нет;Нет;Да;Высшее, без уч. степени;Читаю, могу объясняться;;Нет;;;;;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;5.0;5.0;6.0;6.0;5.0;Средний слой;3.0;15000.0;10000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;78;Москва, С.-Петербург;Вдова (вдовец);Нет;Нет;Да;Нет;Среднее спец.;Не владею;;Нет;;;;;Низкое;Не удовлетворены;Плохое;Поддержка семьи;3.0;4.0;3.0;3.0;3.0;Низший  слой;1.0;3000.0;1200.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Мужской;51;Поселок городск. типа;Женат, замужем;Да;Нет;Да;Нет;Среднее спец.;Не владею;;Да;Армия, милиция, охрана;Служащий, ИТР;3.0;24.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;4.0;9.0;4.0;6.0;4.0;Средний слой;3.0;15000.0;9000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;67;Город респ., краев.,обл. подчин.;Женат, замужем;Нет;Нет;Да;Нет;Высшее, без уч. степени;Не владею;немецким со словарем;Нет;;;2.0;4.0;Среднее;Скорее, удовлетв.;Удовлетв.;Поддержка семьи;5.0;9.0;5.0;6.0;5.0;Средний слой;2.0;6000.0;2200.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Мужской;26;Москва, С.-Петербург;Разведен(а);Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, могу объясняться;;Нет;Юридич. услуги;Служащий, ИТР;3.0;12.0;Среднее;Скорее, удовлетв.;Хорошее;Образование. профессия;4.0;7.0;6.0;5.0;4.0;Ниже среднего;5.0;10000.0;6500.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;50;Республ., краевой, обл. центр;Не состоял в браке;Да;Нет;Нет;Нет;Среднее спец.;Читаю, перевожу со словарем;;Нет;Военно-промышл.;Рабочий;6.0;7.0;;Не удовлетворены;Плохое;Поддержка семьи;4.0;8.0;4.0;5.0;4.0;Ниже среднего;3.0;9000.0;5000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Мужской;25;Москва, С.-Петербург;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Читаю, перевожу со словарем;украинский;Да;Опт. торговля, закупки;Служащий, ИТР;5.0;8.0;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;7.0;7.0;8.0;8.0;7.0;Средний слой;3.0;12000.0;8500.0;Отдельная кварт.;Скорее, ухудшится
Петербург;Областной центр;Женский;28;Москва, С.-Петербург;Женат, замужем;Нет;Нет;Нет;Нет;Общее среднее;Читаю, перевожу со словарем;;Нет;Розн. торг.,общ. пит., бытовое обсл.;;6.0;8.0;Среднее;Удовлетворены;Удовлетв.;;5.0;5.0;5.0;6.0;5.0;Средний слой;2.0;20000.0;14000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Мужской;35;Город респ., краев.,обл. подчин.;Женат, замужем;Да;Нет;Нет;Нет;Высшее, без уч. степени;Не владею;немецким со словарем;Нет;Армия, милиция, охрана;Служащий, ИТР;5.0;8.0;Среднее;Скорее, не удовлетв.;Хорошее;Поддержка семьи;4.0;8.0;4.0;5.0;3.0;Ниже среднего;3.0;8000.0;5500.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;53;Москва, С.-Петербург;Не состоял в браке;Да;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;;Нет;Военно-промышл.;Руководитель отдела;5.0;8.0;Низкое;Скорее, не удовлетв.;Удовлетв.;Образование. профессия;3.0;9.0;4.0;5.0;3.0;Ниже среднего;2.0;8000.0;4000.0;Отдельная кварт.;Скорее, ухудшится
Петербург;Областной центр;Мужской;30;Москва, С.-Петербург;Разведен(а);Да;Нет;Нет;Нет;Общее среднее;Читаю, перевожу со словарем;;Да;Строит.,транспорт;Рабочий;5.0;9.0;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;5.0;7.0;6.0;6.0;4.0;Средний слой;3.0;15000.0;8500.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;27;Москва, С.-Петербург;Женат, замужем;Нет;Нет;Нет;Нет;Высшее, без уч. степени;Читаю, перевожу со словарем;0;Нет;;;;;Среднее;Скорее, удовлетв.;Хорошее;Поддержка семьи;4.0;7.0;5.0;5.0;4.0;Средний слой;3.0;10000.0;5000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Мужской;51;Село;Женат, замужем;Да;Нет;Нет;Нет;Среднее спец.;Не владею;украинский, немецкий со словарем;Да;Строит.,транспорт;Рабочий;4.0;12.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Связи, знакомства;4.0;8.0;5.0;8.0;4.0;Средний слой;3.0;11000.0;8000.0;Отдельная кварт.;Не изменится
Петербург;Областной центр;Женский;58;Москва, С.-Петербург;Женат, замужем;Да;Нет;Да;Нет;Общее среднее;Не владею;;Да;Финансы, кредит.,страхов.;Служащий, ИТР;5.0;8.0;Среднее;Скорее, не удовлетв.;Удовлетв.;Поддержка семьи;4.0;8.0;4.0;5.0;4.0;Средний слой;5.0;20000.0;16000.0;Отдельная кварт.;Не изменится
